"","word","length","frequency","ageOfAcquisition","valence","arousal","dominance","ReactionTime","concreteness","polysemy","information","phonologicalDensity"
"15862","cola",5,15,4.33,5.67,4.29,6,-0.57256819856814,4.79,5,3.204,21
"15865","cold",5,324,3.95,4.32,3.55,5.17,-0.760049700804215,3.85,3,8.823,29
"15907","coleslaw",7,11,6.72,4.9,3.45,6.38,0.279015533304585,4.67,1,9.257,0
"15924","collage",6,35,8.33,5.05,3.44,4.53,0.0332952506333316,4.6,2,9.395,0
"15926","collapse",7,277,9.17,3.37,6.14,3.74,-0.390687581108447,3.67,4,9.381,2
"15933","collar",6,327,6.56,4.95,3.33,4.63,-0.536828426595141,4.64,9,6.033,24
"15951","colleague",6,208,12.42,5.26,3.5,5.7,-0.238105334610188,3.79,2,7.764,4
"15953","collect",7,0,5.61,5.9,3.14,5.48,-0.435209441583126,3.34,1,9.313,4
"15989","college",6,1380,8.37,6.44,4,5.89,-0.692321910533467,4.62,3,5.201,6
"16000","collie",5,7,7.05,6.8,3.68,5.79,0.58715693623579,4.77,1,3.532,28
"16030","cologne",6,66,8.26,6.05,3.6,5.44,0.301097393290458,4.76,2,4.912,3
"16035","colon",6,13,10.75,4.04,3.64,4.7,-0.0111320915763226,4.66,5,8.048,9
"16036","colonel",5,1610,9.62,5.18,3.9,5.72,-0.00512050354353682,3.89,1,10.158,4
"16113","column",6,414,7.56,5,3.11,5.24,-0.457757965290598,4.48,9,8.087,5
"16117","coma",5,29,10.83,1.89,3.05,2.71,-0.290760257039911,3.69,3,8.873,14
"16121","comb",4,76,5.5,5.65,2.33,6.68,-0.427935987715028,5,5,6.627,31
"16124","combat",7,123,10.33,2.95,6.09,4,-0.506503027254229,3.67,2,8.916,3
"16145","combine",7,54,7.47,4.84,3.64,5.54,-0.244577086656626,3.41,3,9.264,2
"16157","combo",6,8,8.78,6.17,4.48,5.5,-0.111871418714954,3.37,1,6.494,2
"16174","come",4,0,3.32,5.64,3.57,5.94,-0.352087132713282,2.72,1,7.201,37
"16186","comeback",7,29,9.8,6.14,4.89,6.67,-0.436107557919587,2.23,2,9.349,3
"16282","comet",6,26,8.16,6.9,4.8,4.64,-0.361152447891038,4.67,1,9.85,6
"16297","comfort",7,612,7.29,7.24,2.76,7.18,-0.622592608525556,2.89,7,8.027,2
"16313","comic",6,87,7,7.5,4.3,5.6,-0.314061775142226,4,1,8.299,4
"16321","comics",7,9,5.89,6.95,4.41,5.3,-0.515528143776015,4.77,1,4.202,1
"16380","comma",5,21,7.47,4.47,3.23,5.11,-0.205221695154838,4.65,2,9.601,19
"16381","command",7,800,8.67,4.19,4.65,7.21,-0.37999405614129,2.48,7,7.565,4
"16437","comment",7,482,8.84,5.65,3.56,5.96,-0.33018319883895,3.29,3,4.819,1
"16451","commerce",6,229,13.44,5.21,3.95,4.85,-0.0782137808560744,2.76,3,4.302,1
"16528","common",6,0,6.94,5.94,2.43,5.83,-0.581859775269791,2.07,1,7.888,12
"16561","commune",7,98,12.05,5,3.77,5.24,0.206139602088451,2.89,2,12.26,2
"16614","compact",8,39,10.79,4.95,3.75,5,-0.332156420762726,3.04,3,8.59,2
"16640","compare",7,0,8.57,5.09,3.78,6.37,-0.181597402601001,2.52,1,3.673,3
"16658","compass",7,82,8.44,5.75,2.85,5.75,-0.279299314224554,4.66,4,8.633,1
"16741","complaint",9,225,7.84,3.21,4.29,3.75,-0.447245381610337,2.69,5,8.878,5
"16763","complex",9,247,11.21,4.21,4.6,5.25,-0.31082191784825,1.96,4,8.29,1
"16821","compost",8,58,9.72,5.47,2.71,4.52,-0.0823744541241751,4.46,1,11.019,1
"16829","compound",8,171,11.26,5.62,3.5,5.45,-0.221797977331199,3.03,3,7.86,2
"16858","compress",8,2,10.33,4.85,5,4.88,-0.469367078622243,3.97,1,11.088,1
"16901","comrade",7,105,10.38,7.3,4.25,5.68,-0.111185655219712,3.69,3,11.979,1
"16907","con",4,7,9.64,3.21,4.52,3.95,0.0226235839034422,2.5,3,8.027,44
"16928","conceit",7,36,12.3,3.75,4.1,4.04,0.206706806644368,2.1,5,12.227,5
"16955","concept",8,851,11.44,4.89,2.9,5.37,-0.590409809002528,1.41,1,9.036,2
"16965","concern",7,1140,7.42,5.05,4.7,5.55,-0.666862123945824,1.7,5,7.962,5
"16974","concert",7,272,8.95,7,5.17,5.4,-0.70319561210924,4.35,1,8.09,3
"17007","conch",5,185,10.5,5.37,3.48,5.14,0.824702994782241,4.52,1,11.182,5
"17051","concourse",7,52,13.94,4.9,3.71,5.2,0.611010948072203,3.96,3,12.393,1
"17053","concrete",8,455,7.44,4.82,3.63,5.9,-0.189057382646009,4.59,1,9.178,1
"17133","condom",7,10,12,5.44,5.38,6.26,-0.194251110085315,4.87,1,9.808,1
"17143","condor",7,6,13.57,4.76,3.55,6.06,0.700970702149518,4.46,1,9.821,12
"17155","conduct",8,278,8.58,5.21,3.64,6.12,-0.402826686912093,2.08,2,7.848,1
"17171","conduit",7,28,13.11,4.5,3.48,5.48,0.640530483565032,3.58,1,10.921,2
"17173","cone",4,62,4.67,6.1,3.36,5.72,-0.229676626999566,4.86,4,8.357,42
"17286","conflict",9,834,9.58,3.05,5.41,4.11,-0.467983525623033,2.21,7,9.339,3
"17407","congress",8,267,9.05,3.55,3.61,3.48,0.0402532493706184,3.9,4,6.016,0
"17535","conquest",9,129,9.33,5.9,5.67,6.09,-0.258328307416104,2.54,3,8.829,0
"17545","conscience",8,425,9.72,5.9,3.95,5.41,-0.246619576074614,1.96,3,9.677,1
"17576","consent",8,198,9.95,6.42,3.88,6.58,-0.283078620881626,2.08,1,5.677,2
"17606","conserve",7,0,8.72,5.9,3.75,5.86,-0.160752966823308,1.96,1,11.215,4
"17660","console",7,34,10.68,6.53,4.09,5.79,-0.150399911947413,3.86,4,8.018,2
"17684","consort",7,43,12.79,5.1,4.24,5.59,0.0269298744324086,2.67,2,7.184,1
"17720","constant",9,18,9.84,5.9,2.81,6.36,-0.146924014703348,2.04,2,9.537,2
"17784","construct",10,25,8.72,5.4,4.33,5.36,-0.43802954890679,2.6,1,10.362,2
"17806","consul",7,47,13.16,4.39,3.41,6.52,0.433983471576827,3.36,1,11.229,5
"17849","contact",8,1194,7.78,6.17,3.33,5.78,-0.908301833367871,3.86,9,4.703,3
"17904","contempt",9,323,12.44,3.22,4.61,4.45,-0.084220139589311,1.82,4,10.259,0
"17916","content",8,295,8.37,6.7,3.17,5.92,-0.662079843594305,2.59,7,5.732,4
"17929","contents",9,283,8.5,5.79,4.46,5.76,-0.51960281732728,3.65,7,3.723,4
"17932","contest",8,164,7.44,5.85,3.77,4.93,-0.543074515919483,3.52,2,6.973,5
"17941","context",9,749,10,5,3.18,5.6,-0.251484680310988,2.17,2,8.337,2
"18011","contract",9,538,9.21,5.1,3.95,6.84,-0.485623031739846,4.15,3,8.301,5
"18069","contrast",9,729,9.85,5.3,4.23,6.3,-0.529766299817304,2.64,5,8.271,4
"18103","control",8,3256,7.26,4.43,4.76,5.47,-0.805969908841196,1.93,11,5.623,3
"18165","convent",8,138,9.57,5.05,3.86,4.25,0.0340086898047676,3.96,2,12.504,2
"18192","converse",7,16,12,5.37,4.25,6.05,-0.269742666279609,2.85,1,9.28,3
"18201","convert",7,31,10.61,5.11,3.65,5.42,-0.370791188804285,2.73,1,9.24,4
"18231","convict",8,16,11,2.28,4.95,4.08,-0.193311229880005,4.11,2,11.724,2
"18271","convoy",6,113,12.28,5.4,3.87,5.54,-0.169288741158936,3.54,3,11.65,2
"18291","cook",4,266,4.22,7.12,4.33,6.25,-0.82661300486,4.32,2,6.929,24
"18293","cookbook",7,8,7.22,6.45,3.45,5.95,0.205203025671444,4.9,1,5.387,1
"18297","cooker",6,69,6.95,5.52,3,5.67,0.0110686033280926,4.22,1,2.927,13
"18304","cookie",5,33,3.37,7.32,4.7,6.1,-0.641774844704788,5,3,7.561,14
"18307","cooking",6,318,5.1,6.77,4.19,7.27,-0.484574638746551,4.19,1,7.828,7
"18316","cool",4,19,4.58,6.82,3.43,6.44,-0.902636084069928,3.53,2,8.369,37
"18320","coolant",7,6,11.18,5.21,3.45,5.9,0.890737999607281,4.25,1,11.455,2
"18326","cooler",6,17,6.11,6.1,3.83,5.92,-0.45850067142806,4.14,3,6.415,20
"18391","cop",4,6,4.94,4.5,4.9,2.83,-0.123166457893003,4.3,1,9.496,39
"18397","cope",4,27,9.44,5.1,4.1,5.95,-0.357038669842323,1.78,2,9.763,30
"18411","copier",6,1,8.17,4.95,3.17,6.16,0.158559019028601,4.72,1,5.9,5
"18430","copper",6,268,7.95,5.6,4.14,6.19,-0.387313000684553,4.52,5,8.441,26
"18471","copy",5,565,6.06,5.22,3.15,4.67,-0.505883407663273,3.9,4,6.699,17
"18515","coral",6,39,9.06,6.42,3.18,5.5,-0.613210929450183,4.4,4,7.932,15
"18526","cord",4,145,6,5.38,4.2,5.47,-0.221992978389672,4.63,4,4.652,30
"18530","cordial",7,5,11.78,6.39,3.1,5.4,0.164015826345661,2.08,1,12.485,3
"18549","core",4,303,7.63,6.19,3.24,5.89,-0.528633169457095,3.96,10,8.535,39
"18569","cork",4,70,9.05,4.93,3.92,4.7,-0.745065017520808,4.86,5,6.923,17
"18581","corkscrew",8,22,7.78,5.26,3.76,4.96,0.0596506887836143,4.85,1,7.439,0
"18589","corn",4,429,4.61,5.95,3.43,5.65,-0.448030983079733,4.96,7,8.693,26
"18602","corner",6,1676,5.21,4.83,3.38,4.88,-0.496764466902256,4.61,11,6.362,13
"18618","cornfield",8,10,6.42,5.05,3.73,5.32,0.0600290587783161,4.96,1,14.548,1
"18675","corps",4,172,11.56,4.24,3.52,4.69,0.381929376714382,3.43,1,4.377,39
"18679","corpse",5,186,10,2.45,4.89,3.23,-0.379846583486129,4.89,1,8.87,7
"18689","corral",6,10,8.25,4.5,3.71,5.35,0.265505866175219,4.54,1,8.302,4
"18778","corsage",6,6,11.47,6.3,3.4,5.55,0.305966864603615,4.38,1,8.454,0
"18787","corset",6,32,10.67,5.81,5.75,4.71,-0.292003615418242,4.48,1,7.481,1
"18792","cortex",7,40,12.39,5.2,3.67,5.5,-0.0661316017552887,3.79,3,3.875,1
"18849","cosmos",7,48,10.65,6.5,4.27,4.14,0.157992960322177,3.19,2,10.379,0
"18855","cost",5,1849,5.67,4.11,4.9,3.67,-0.841672193328368,2.5,3,6.932,16
"18891","costume",8,367,4.17,6.05,4.78,6.36,-0.671254951175327,4.57,4,5.917,3
"18902","cot",4,188,7.53,5.37,2.95,5.07,-0.263148697857474,4.67,3,8.915,46
"18919","cottage",6,555,8.5,6.63,2.95,6.08,-0.666970647220735,4.85,1,7.309,4
"18933","cotton",5,496,6,6.05,2.48,6.24,-0.661710395297833,4.97,4,6.773,14
"18956","couch",4,161,3.74,6.52,3.4,6.19,-0.426048402983732,4.71,3,9.878,16
"18966","cougar",6,1,8.11,5.67,5.7,4.24,0.0850129451237795,4.82,1,7.445,5
"18968","cough",4,195,4.32,3.57,4.5,4.25,-0.54774947777395,4.36,1,8.634,18
"18983","council",6,1818,10.63,5,3.86,5.21,-0.413033341904979,2.73,3,5.259,5
"18994","counsel",6,184,9.42,5.48,2.86,5.19,-0.0765469737528062,2.48,2,6.646,5
"19002","count",5,170,2.61,5.89,2.3,5.17,-0.788689464667476,3,3,7.775,12
"19005","countdown",8,15,6.26,5.64,6.47,4.76,-0.449206578441676,3.3,1,8.784,0
"19021","counter",7,36,7.11,5.22,2.47,5.16,-0.643439130636833,4.17,9,5.659,6
"19138","countess",7,94,11.88,5.85,3.55,6.41,0.43528875379706,3.68,1,8.022,3
"19161","country",7,6036,7.05,6.14,3.71,6.35,-0.304741275777846,4.17,5,6.537,2
"19191","county",6,785,8.9,5.18,3.4,7,0.0411778744625085,4.04,2,3.488,9
"19200","coup",3,121,12.06,4.74,4.64,5,0.247284009214713,3,2,9.768,41
"19204","coupe",4,12,13,5.05,3.74,5.32,0.756239694201163,3.17,1,4.025,28
"19207","couple",5,2006,5.75,7.11,4.95,5.61,-0.661268537320012,3.93,5,7.236,5
"19220","coupling",7,3,11.78,5.4,4.61,5.68,-0.130805444991186,3.29,3,10.507,3
"19225","coupon",6,10,7.25,6.3,4.22,5.54,-0.542095293260007,4.79,2,7.535,2
"19230","courage",6,593,8.42,7.67,5,7.27,-0.63138992771115,1.52,1,9.081,2
"19236","courier",6,78,13.59,5.5,3.67,5.79,0.0493719618229763,4.58,1,5.943,11
"19247","court",4,2228,8.39,3.52,4.43,3.94,-0.651635192448228,4.31,11,5.254,27
"19259","courthouse",7,40,9,4.61,4.2,3.5,0.107628266098666,4.86,2,9.982,0
"19277","courtroom",7,118,9.48,2.84,4.67,3.45,-0.356628071710761,4.63,1,12.381,1
"19281","courtship",7,47,12.15,6,5.38,5.37,-0.0024890862197429,2.52,1,12.344,0
"19285","courtyard",7,255,9.95,5.53,3.43,5.05,-0.598043192531539,4.57,1,10.127,0
"19289","cousin",5,400,4.95,6.11,2.6,5.28,-0.34198040135856,3.7,1,9.951,3
"19296","cove",4,37,9.63,5.67,3.17,6.06,0.0510196083104357,4.57,2,4.415,23
"19297","coven",5,6,12.4,5.43,4.8,4.78,0.297758879516987,3.68,1,10.755,5
"19306","cover",6,751,5.42,5.59,3.76,5.78,-0.387607586928435,4.23,10,7.198,9
"19331","covert",6,4,12.65,3.79,4.32,4.96,-0.118170664125302,1.72,2,11.678,1
"19349","cow",3,395,3.94,5.42,2.95,5.24,-0.758369373104875,4.96,3,7.83,32
"19351","coward",5,95,7.62,2.42,4.09,4.09,-0.466804572680332,2.93,2,6.977,10
"19358","cowboy",5,84,4.55,5.43,4.43,5.67,-0.405940814044382,4.72,3,7.824,1
"19367","cowgirl",6,1,6.74,6.11,5.3,5.63,0.228143907123976,4.63,1,6.485,1
"19443","crab",5,80,5.28,5.81,4.13,4.52,-0.651319212612488,4.9,7,7.208,13
"19461","crack",5,250,6.33,2.68,5.25,5.42,-0.760288704304035,4.53,10,8.618,20
"19471","cracker",7,14,4.9,5.11,3.64,5.26,-0.0677229467443984,4.96,5,6.475,9
"19476","crackle",6,26,7.42,5.53,5.27,4.86,-0.293433369122577,3.46,2,8.137,4
"19484","crackpot",8,5,11.9,3.38,5.1,4.05,0.15784294271993,3.26,1,15.135,1
"19494","cradle",6,86,5.22,6.1,3.67,4.86,-0.378507247625515,4.93,4,7.036,1
"19500","craft",6,131,5.83,6.38,4.04,6.36,-0.564039694444506,3.48,5,7.988,9
"19510","craftsman",10,48,8.8,6.71,4.11,6.23,0.0107899136523481,4,3,8.25,2
"19532","cramp",6,40,8.5,2.91,4.73,4.5,-0.424582083352313,4.09,3,9.499,11
"19555","cranium",8,51,10.11,5.81,3.55,5.15,0.275717978293029,4.5,1,10.883,0
"19557","crank",6,33,11.25,3.85,4.67,5.17,-0.243519008632537,4.5,4,8.898,13
"19571","crap",5,109,6.5,3.44,4.62,4.11,-0.705938761855038,3.67,2,9.461,19
"19588","crash",5,255,6.11,2.9,4.55,3.3,-0.836229467289903,3.79,5,8.316,13
"19617","crate",5,44,7.06,4.8,2.72,5.45,-0.355535798488581,4.93,2,8.128,17
"19620","crater",7,85,8.11,5.15,4.84,4.79,-0.0120567035389718,4.61,3,9.404,11
"19640","crawl",5,14,3.89,3.95,3.62,4.95,-0.75167806037479,4.27,3,10.472,15
"19649","crayon",6,13,3.2,5.76,2.91,5.93,-0.479118085752668,4.87,1,8.262,2
"19655","craze",5,45,9.1,5.33,6.45,5.22,-0.183224970800057,2.04,3,8.705,20
"19668","creak",5,16,8.1,4.68,4.4,4.61,-0.175413520599363,3.61,1,13.004,22
"19679","cream",5,516,5.95,6.56,3.8,6.11,-0.609181268571119,4.83,3,3.564,21
"19685","creamer",7,0,8.72,5.47,2.81,6.09,0.701147995224699,4.66,1,5.289,10
"19705","crease",5,42,7.79,4.86,4,5.63,-0.278318441551464,4.45,3,12.532,20
"19723","creature",7,619,7.32,6.06,4.77,4.82,-0.488998130867968,4.07,3,10.043,4
"19728","credence",8,19,13.06,5.79,4.64,5.26,1.07030258985613,1.92,2,9.236,0
"19735","credit",7,687,9.42,5,4.38,5,-0.374450082930635,2.71,9,5.64,2
"19773","creed",5,82,9.17,5.25,3.67,4.45,0.0522532574736578,2.1,2,7.08,25
"19775","creek",5,243,5.89,6.32,2.67,5,-0.179265821523379,4.87,2,3.364,22
"19779","creep",5,42,8,2.95,4.78,4.63,-0.581193137390825,3.38,4,10.711,18
"19825","crepe",5,20,10.89,6.48,3.62,5.55,0.440987383729877,4.5,3,5.511,17
"19844","crescent",7,83,7.84,5.9,3.32,5.81,-0.16392038709977,4.04,1,6.494,1
"19848","crest",6,107,10.35,4.9,3.39,6.06,-0.206944594322573,4.52,5,6.801,14
"19857","cretin",7,5,15.07,4.47,3.71,4.95,0.628377354473154,3.45,1,12.498,1
"19863","crevice",7,31,11.5,4.67,4.58,4.62,0.429746521871293,4.43,2,12.382,0
"19865","crew",4,382,7.56,5.83,3.38,5,-0.746697543664961,4.36,4,7.417,22
"19871","crewman",7,5,10,5.14,3.2,4.91,0.69579974350833,4.39,3,12.274,4
"19880","crib",5,19,6.05,6.43,4.26,4.77,-0.365512945307748,4.86,5,6.736,9
"19892","cricket",7,520,7.72,5.71,3.22,4.88,-0.560597726800567,4.77,2,6.223,2
"19915","crime",5,883,7.67,1.95,5.68,3.31,-0.824226288897984,3.03,2,6.651,14
"19933","crimson",7,29,10.28,5.67,4.52,5.04,0.0652673370195774,4,1,5.601,0
"19960","cripple",6,37,9.14,2.47,4.05,2.61,-0.288324137695884,3.78,1,9.587,4
"19967","crisis",7,1052,9,2.05,6.29,3.77,-0.12768792528928,2.33,2,8.203,0
"19968","crisp",6,4,7.22,5.23,3.95,6.14,-0.433399489950178,3.69,1,9.859,5
"19994","critic",7,216,10.21,4.1,4.25,4.86,-0.283853893565593,3.55,3,7.637,3
"20004","critique",7,82,11.83,4.8,3.85,6,-0.095614888475633,2.55,2,10.318,1
"20006","critter",7,0,7.14,5.4,4.05,4.43,0.345906076919025,4.19,1,10.223,5
"20008","croak",5,9,7.61,3.29,4.52,3.58,0.0186808284654557,3.82,1,12.532,16
"20021","crock",5,15,9.89,5.1,4.32,5.58,0.792620906933,3.56,3,9.893,18
"20037","croissant",8,11,10.15,7,4.5,6.04,0.239693348281775,4.96,1,8.801,1
"20045","crook",5,82,7.84,2.86,4.62,3.82,-0.282580815223624,3.79,3,10.207,9
"20063","crop",5,447,7.63,5.88,3.19,5.09,-0.553217234000622,4.24,6,10.469,14
"20081","croquet",6,31,11.06,5.63,3.5,5.64,-0.0668787397686645,4.59,1,6.246,3
"20089","cross",5,400,4.74,5.67,3.05,4,-0.499398426253335,4.44,6,7.661,14
"20100","crossbow",7,2,10.67,4.91,5.38,5.96,-0.0550145660616947,4.77,1,10.502,1
"20219","crossword",8,50,7.21,6.58,3.74,5.84,-0.566425011567371,4.48,1,2.915,1
"20223","crotch",5,37,8.94,4.62,4.96,5,-0.0335485113344436,4.77,3,10.371,6
"20228","crouch",5,11,8.5,4.79,4.05,4.87,-0.455186956422655,4.27,1,7.047,9
"20240","crow",4,0,5.74,4.32,3.55,5.4,-0.504562847541382,4.93,6,7.11,24
"20242","crowbar",7,11,8.72,4.81,3.61,5.45,0.118457737267943,4.87,1,9.526,0
"20244","crowd",5,866,7.14,4.48,5.15,5.21,-0.515710859288267,4.52,2,10.076,14
"20262","crown",5,412,7.8,6,4.52,5.62,-0.648807114511898,4.81,12,8.716,12
"20306","crude",5,22,11.11,3.24,4.51,3.35,-0.388705137610704,1.96,1,10.438,19
"20319","cruelty",7,327,8.89,2.37,5.9,2.64,-0.254123360781761,2.04,3,8.374,2
"20324","cruise",5,68,9.33,6.47,4.32,5.68,-0.267398862435054,4.03,1,6.231,19
"20327","cruiser",7,53,10.26,5.32,2.9,5.7,-0.270708953337021,3.78,3,3.904,4
"20332","crumb",5,18,5.89,5.14,2.95,4.62,-0.184867150655218,4.8,3,9.248,18
"20352","crunch",6,45,5.63,4.79,4.17,5,-0.609926476906782,3.36,3,8.553,6
"20362","crusade",7,120,10.45,4.24,6.2,4.71,-0.19817904132681,2.78,2,9.053,2
"20372","crush",5,45,7.58,4.72,5.6,3.96,-0.570814915242651,3.9,4,9.969,11
"20382","crust",6,124,5.95,5.76,3.62,5.96,-0.476402648691564,4.59,3,8.696,10
"20397","crutch",5,50,7.21,3.64,3.67,4.08,0.0403476360508061,4.5,2,13.803,8
"20403","cry",4,338,2.78,3.22,5.45,2.56,-0.718099026269106,4,5,7.674,15
"20418","crypt",6,25,10.68,2.67,4.13,4,-0.29982878120403,4.75,1,11.45,14
"20430","crystal",7,218,7.78,6.75,4.1,6.72,-0.53787875171151,4.58,6,6.785,2
"20447","cub",4,46,5.4,6.71,3.95,4.24,-0.102013906113864,4.67,3,7.988,25
"20454","cube",5,84,7.32,4.75,3.09,5.53,-0.709715534290731,4.62,5,6.387,8
"20481","cuckoo",5,19,6.61,4.79,4.57,4.53,-0.132459394106314,4.42,2,8.961,4
"20490","cuddle",5,5,6.16,7.6,3.83,6.65,-0.580692112573191,3.83,1,12.156,9
"20510","cue",4,99,10.89,5.84,4.35,4.62,-0.127683998538951,3.31,4,7.997,18
"20515","cuff",4,4,8.44,4.81,3.56,4.16,0.0894821978549423,4.61,2,6.117,28
"20528","cuisine",7,26,11.67,6.88,4.51,5.75,-0.178887672680322,3.7,1,5.696,1
"20551","culprit",8,48,10.65,2.9,5.54,3.82,0.146541737529804,3.39,1,11.951,1
"20554","cult",5,161,10.63,2.77,5.48,3.61,-0.29255145398767,2.71,5,7.965,16
"20567","culture",7,1223,9.52,6.28,4.06,5.71,-0.579844337133751,2.04,7,7.041,5
"20594","cunning",6,111,10.84,5.05,4.9,6.58,0.122803501170897,2.12,2,12.093,16
"20597","cunt",5,37,13.74,3.7,6.1,3.24,-0.100396447048693,4.21,2,6.206,19
"20599","cup",4,1067,3.57,5.94,2.6,5.28,-0.633293790500824,5,8,4.455,26
"20603","cupboard",6,270,6.39,4.81,3.52,5.65,-0.301374928975353,4.79,1,11.088,3
"20645","curb",4,0,6.81,4.65,3.59,5.47,-0.366361213408017,4.68,4,10.731,20
"20651","curd",4,47,10.17,5.19,4.37,4.72,0.0401727242505702,4.19,2,7.121,31
"20657","cure",5,221,9.58,7.81,4.5,5.45,-0.526599609692391,2.41,1,9.823,6
"20673","curfew",6,34,10.26,4.14,4,5,-0.0477170306195245,2.73,3,11.718,1
"20684","curl",4,29,6.39,5.72,3.05,5.4,-0.423587014837568,4.38,3,7.915,36
"20697","curling",6,1,9.11,5,4.43,5.47,-0.265255715748209,4.04,1,6.796,16
"20717","current",7,348,8.94,5.53,3.25,5.9,-0.713890210494852,3.16,3,7.983,2
"20734","curry",5,67,13.28,5.4,3.17,5.5,-0.545463219455635,4.84,1,7.723,11
"20739","curse",4,133,7.47,2.9,5.2,5.15,-0.69084121045344,2.39,5,11.208,33
"20759","curtain",5,346,4.95,5.36,3.62,6.29,-0.685539254633811,4.82,2,6.592,9
"20782","curtsy",6,17,8.79,6.35,4.6,5.76,0.55843187896776,4.18,1,14.274,2
"20788","curve",4,276,7.52,5.81,4.52,5.14,-0.57273288105181,4.41,5,7.571,20
"20797","cushion",5,118,5.53,5.9,2.76,6.44,-0.31082776713786,4.68,3,6.96,4
"20808","cuss",4,2,6.79,4,6.25,5.35,0.694759614524658,3.14,3,6.823,36
"20817","custard",7,54,8.5,5.45,3.5,5.96,-0.56047669228351,4.85,1,7.833,3
"20825","custom",7,279,8.36,5.29,4,5.56,-0.600178558250096,2.68,4,7.058,3
"20840","cut",4,255,4.43,3.9,5.07,4.55,-0.636177912294863,4.55,20,8.383,41
"20862","cutlass",7,5,11.81,5,4.55,5.26,0.254683764690813,4.2,1,3.164,0
"20887","cutter",6,39,7.95,4.05,4.35,5.88,0.00943934191766083,4.07,6,5.023,21
"20889","cutthroat",8,5,10.76,3.14,5.65,4.27,1.67857812207338,2.55,1,10.137,0
"20925","cycle",5,451,7.5,5.64,4.42,5.81,-0.570045566289636,3.64,6,6.812,8
"20936","cyclone",7,10,9.58,3.47,5.09,3.18,-0.0980047253681963,4.48,2,7.38,1
"20961","cynic",6,23,13.07,3.45,4.68,4.81,0.356457428554949,2.64,2,9.933,5
"20979","cyst",5,2,11.81,2.5,4.28,3.17,0.48997571749882,4.23,2,7.655,21
"20985","czar",4,20,11.71,4.53,4.79,4.36,0.800090657585435,4.14,2,9.497,15
"21002","dab",4,13,6.72,5,3.11,5.62,0.063683574462508,3.6,2,7.768,27
"21034","dad",4,560,2.58,7.14,4.05,6.12,-0.870765080790024,4.29,1,7.497,37
"21036","daddy",5,343,2.56,7.27,4.24,5.78,-0.548645509240331,4.24,1,6.805,12
"21052","dagger",6,39,8.44,4.38,5.79,4.83,-0.487790746548859,4.96,2,8.301,8
"21064","daily",5,0,6,5.74,4.2,5.38,-0.756057034933864,3.15,1,7.179,15
"21074","dainty",6,0,8.76,6.42,2.7,5.2,0.175531917126104,2.33,1,13.692,0
"21079","dairy",5,190,6.85,6.09,3.9,6.39,-0.587099647988437,4.45,1,9.61,28
"21094","daisy",5,531,5.55,7.48,3.95,5.37,-0.422683822272216,5,1,6.338,10
"21114","dam",4,112,6.58,4.58,3.67,5.26,-0.306058560496414,4.88,3,6.879,37
"21116","damage",6,785,7.2,2.98,4.86,3.46,-0.698581812497418,3.2,5,6.963,2
"21131","dame",4,27,11.79,6.1,4.22,5.54,-0.25859176108334,3.73,2,0.974,27
"21139","damn",4,51,8.3,4.32,5.1,4.39,-0.472944606408819,2,1,9.84,37
"21159","damp",5,20,7.67,4.05,2.8,3.95,-0.570470543789239,3.81,1,11.787,12
"21175","damper",7,7,9.5,4.3,3.59,4.55,0.159731395428467,3.13,3,9.198,8
"21190","damsel",6,6,7.83,5.74,4.44,4.29,0.0918786098184825,3.88,1,12.623,1
"21196","dance",5,530,4.63,7.27,5.48,6.28,-0.87344679402226,4.32,4,7.555,12
"21205","dancer",7,111,6,6.64,4.52,5.78,-0.749728495231475,4.75,2,7.849,9
"21225","dandruff",8,6,10.74,3.05,4.41,3.57,0.349344773160623,4.79,2,5.257,0
"21226","dandy",6,37,7.94,6.55,4,6.12,0.0370198840858978,2.73,2,6.155,12
"21230","danger",7,1319,4.61,2.66,5.84,3.64,-0.632813777261599,2.68,4,8.828,5
"21264","dare",4,0,6.63,4.67,5.6,4.17,-0.624313663824304,2.28,1,8.482,36
"21274","daring",6,51,9.11,6,6.14,6.04,-0.074151737530812,1.71,2,12.082,13
"21278","dark",4,666,3.74,5.08,4.09,4.61,-0.568116054489936,4.29,5,8.918,15
"21292","darkness",7,969,4.83,4.71,4.08,4.82,-0.341446648439885,3.85,6,8.816,0
"21293","darkroom",7,18,11.67,4.9,3.61,5.76,-0.0966288586340696,4.45,1,7.932,0
"21296","darling",6,743,5.79,7.32,3.95,5.44,-0.499454830624101,2.54,2,8.523,3
"21299","darn",4,1,8,3.81,3.17,5.56,-0.252895696114371,3,2,10.581,13
"21311","dart",4,36,7.38,4.76,3.87,5.61,-0.431443420155105,4.9,3,9.283,18
"21320","dash",4,102,7.74,5.05,4.29,5.86,-0.64055426483625,3.39,6,8.773,27
"21322","dashboard",7,37,9.21,5.25,3.15,5.32,0.0933946606869276,4.61,2,7.322,1
"21340","date",4,984,5.84,7.18,4.33,5.11,-0.85786624174356,3.9,8,4.667,29
"21370","daughter",6,1797,4.95,6.73,5,5.06,-0.632528079311378,4.79,1,6.802,10
"21401","dawn",4,579,7,6.74,3.1,4.98,-0.524340029883752,4.46,3,7.36,33
"21415","day",3,13729,3.5,6.36,3.62,5.59,-0.676405111823104,3.92,10,4.975,40
